episode,nominal_episode,radius_mm,method,segment,axis_rmse_deg,position_rmse_mm
42,40,20.0,Identity,Near to end,1.88363644980864,12.444833146449385
42,40,20.0,Event ramp,Whole,4.326923926472306,37.564801318895974
42,40,20.0,Event ramp,Apex to end,3.8447224397539475,29.612996277889494
42,40,20.0,Event ramp,Near to end,1.88363644980864,12.444833146449385
42,40,20.0,Frozen law,Whole,4.8672788239709455,35.95810565999043
42,40,20.0,Frozen law,Apex to end,4.4165652739493595,28.949731016631393
42,40,20.0,Frozen law,Near to end,1.864743868928144,12.478506948370503
43,10,20.0,No adaptation,Whole,7.044913801679046,36.11420191236525
43,10,20.0,No adaptation,Apex to end,7.984709125631697,32.04863961833132
43,10,20.0,No adaptation,Near to end,8.038936741455498,26.5713288304909
43,10,20.0,Identity,Whole,8.052373231695878,30.807045654536275
43,10,20.0,Identity,Apex to end,5.8243980136385645,29.736653312971352
43,10,20.0,Identity,Near to end,4.984341992504749,25.304497264542558
43,10,20.0,Event ramp,Whole,5.3520317442070695,32.70794815739505
43,10,20.0,Event ramp,Apex to end,5.228239579303021,29.953564326273472
43,10,20.0,Event ramp,Near to end,4.984341992504749,25.304497264542558
43,10,20.0,Frozen law,Whole,5.326019035822044,35.24348541222748
43,10,20.0,Frozen law,Apex to end,5.653702436019238,30.56508487571224
43,10,20.0,Frozen law,Near to end,5.048103661769875,25.31866212226107
44,3,20.0,No adaptation,Whole,9.336431186502223,37.313963266017105
44,3,20.0,No adaptation,Apex to end,10.49216110135665,27.87248330096146
44,3,20.0,No adaptation,Near to end,10.631825089721508,14.48715713139105
44,3,20.0,Identity,Whole,4.147909588778345,47.35421168904977
44,3,20.0,Identity,Apex to end,2.6813304712824344,30.99525641920589
44,3,20.0,Identity,Near to end,2.539799653201898,6.9313182625728595
44,3,20.0,Event ramp,Whole,3.709989787092747,39.59982788535237
44,3,20.0,Event ramp,Apex to end,3.5856500516722685,27.924987991115334
44,3,20.0,Event ramp,Near to end,2.539799653201898,6.9313182625728595
44,3,20.0,Frozen law,Whole,5.07914307645101,36.517141231588944
44,3,20.0,Frozen law,Apex to end,4.281633251071844,26.24730820281151
44,3,20.0,Frozen law,Near to end,2.5446327836130207,6.914274110836311
46,21,20.0,No adaptation,Whole,8.13836140644883,23.525985063638675
46,21,20.0,No adaptation,Apex to end,9.493728005257195,25.6577050172179
46,21,20.0,No adaptation,Near to end,10.324015329107086,19.085592505735544
46,21,20.0,Identity,Whole,5.8385089329120605,25.73812938745483
46,21,20.0,Identity,Apex to end,4.379069589458593,19.05368605948427
46,21,20.0,Identity,Near to end,4.646376654341367,10.511336363301963
46,21,20.0,Event ramp,Whole,3.8179949342053066,19.240720323710757
46,21,20.0,Event ramp,Apex to end,4.041912777810246,19.388965468763242
46,21,20.0,Event ramp,Near to end,4.646376654341367,10.511336363301963
46,21,20.0,Frozen law,Whole,4.437998970662186,19.31179507824571
46,21,20.0,Frozen law,Apex to end,4.533830146952915,19.708417146176423
46,21,20.0,Frozen law,Near to end,4.664668798092512,10.450280251838763
47,45,20.0,No adaptation,Whole,8.351845673299174,24.360374352771196
47,45,20.0,No adaptation,Apex to end,9.393041806409459,23.220790146026275
47,45,20.0,No adaptation,Near to end,10.221865101462955,10.279589984678278
47,45,20.0,Identity,Whole,4.665034963136656,37.2524995066132
47,45,20.0,Identity,Apex to end,3.1276591850450957,31.080806217797452
47,45,20.0,Identity,Near to end,3.2509231898037574,12.70201271538433
47,45,20.0,Event ramp,Whole,3.2770838640984876,29.222618156563644
47,45,20.0,Event ramp,Apex to end,3.1365822554527694,27.85991502616514
47,45,20.0,Event ramp,Near to end,3.2509231898037574,12.70201271538433
47,45,20.0,Frozen law,Whole,4.778963884336346,27.511053233940977
47,45,20.0,Frozen law,Apex to end,4.253144777466892,27.99180865366727
47,45,20.0,Frozen law,Near to end,3.2744820564508417,12.819443322219183
48,45,20.0,No adaptation,Whole,7.697307004526674,28.08295080542155
48,45,20.0,No adaptation,Apex to end,8.485946781798688,29.390203736180467
48,45,20.0,No adaptation,Near to end,9.448462556804682,25.02307166014707
48,45,20.0,Identity,Whole,6.012186452638635,38.23864011951116
48,45,20.0,Identity,Apex to end,2.6117824305491544,34.24901729203515
48,45,20.0,Identity,Near to end,1.6077184854695352,22.32605106038496
48,45,20.0,Event ramp,Whole,3.689101791197673,31.040098088824614
48,45,20.0,Event ramp,Apex to end,1.4452465676429818,31.519863013862594
48,45,20.0,Event ramp,Near to end,1.6077184854695352,22.32605106038496
48,45,20.0,Frozen law,Whole,3.952157843907022,29.256877548524994
48,45,20.0,Frozen law,Apex to end,2.604573401187949,31.055111996315304
48,45,20.0,Frozen law,Near to end,1.677669285822212,22.343778697139037
49,6,20.0,No adaptation,Whole,8.460729942146294,24.5006034105804
49,6,20.0,No adaptation,Apex to end,9.516778350700061,26.284951771552088
49,6,20.0,No adaptation,Near to end,10.417673381519592,24.996309860026066
49,6,20.0,Identity,Whole,5.787910113380615,27.047211663175354
49,6,20.0,Identity,Apex to end,3.288303691036841,26.03491384898041
49,6,20.0,Identity,Near to end,3.432008386355099,17.046675721978968
49,6,20.0,Event ramp,Whole,3.940046708427486,22.110289162353208
49,6,20.0,Event ramp,Apex to end,3.431809177950768,24.03385675709172
49,6,20.0,Event ramp,Near to end,3.432008386355099,17.046675721978968
49,6,20.0,Frozen law,Whole,4.793609585832554,22.973755121103114
49,6,20.0,Frozen law,Apex to end,4.2310522128771835,24.135623407077855
49,6,20.0,Frozen law,Near to end,3.449489889419492,16.99479103737978
51,40,20.0,No adaptation,Whole,8.621153020435138,31.542245394706917
51,40,20.0,No adaptation,Apex to end,9.355024102336774,29.321448269696795
51,40,20.0,No adaptation,Near to end,9.649138080728486,11.679504831506367
51,40,20.0,Identity,Whole,6.266268596283754,47.10373579115887
51,40,20.0,Identity,Apex to end,5.877788676681217,38.47760760830439
51,40,20.0,Identity,Near to end,3.786932776982271,10.902052588871625
51,40,20.0,Event ramp,Whole,5.187736486503298,37.74687336568622
51,40,20.0,Event ramp,Apex to end,5.295158125462806,34.24815249835343
51,40,20.0,Event ramp,Near to end,3.786932776982271,10.902052588871625
51,40,20.0,Frozen law,Whole,6.333319447088945,33.57723244347522
51,40,20.0,Frozen law,Apex to end,6.030408997073252,32.52487115207917
51,40,20.0,Frozen law,Near to end,3.8184266508961424,10.976545332074151
52,0,20.0,No adaptation,Whole,10.40946871600075,20.101038716551788
52,0,20.0,No adaptation,Apex to end,12.219506839867734,23.927138703801823
52,0,20.0,No adaptation,Near to end,13.109234257506442,20.358533789658416
52,0,20.0,Identity,Whole,5.027046167827542,26.346304341938442
52,0,20.0,Identity,Apex to end,3.1523076552242135,22.902455690102187
52,0,20.0,Identity,Near to end,3.192497154839844,14.689647684500851
52,0,20.0,Event ramp,Whole,3.795387984525397,18.829305906303667
52,0,20.0,Event ramp,Apex to end,3.7918732867461795,21.314495065278177
52,0,20.0,Event ramp,Near to end,3.192497154839844,14.689647684500851
52,0,20.0,Frozen law,Whole,4.302033001347103,17.814590887417904
52,0,20.0,Frozen law,Apex to end,3.8712815268261362,21.045165048296415
52,0,20.0,Frozen law,Near to end,3.0907513008524625,14.670620902426359
53,45,20.0,No adaptation,Whole,8.208937592209663,23.269365925899205
53,45,20.0,No adaptation,Apex to end,9.4041946421189,20.850729425144436
53,45,20.0,No adaptation,Near to end,9.431787900497067,14.958088585334117
53,45,20.0,Identity,Whole,5.368093322559481,27.78278196006531
53,45,20.0,Identity,Apex to end,2.400147118350064,25.224286921959347
53,45,20.0,Identity,Near to end,1.519674398375918,19.661961518782032
53,45,20.0,Event ramp,Whole,3.4205279787724403,24.1038148125719
53,45,20.0,Event ramp,Apex to end,2.524285202048355,23.856596013588373
53,45,20.0,Event ramp,Near to end,1.519674398375918,19.661961518782032
53,45,20.0,Frozen law,Whole,3.828254408338942,25.94240963462348
53,45,20.0,Frozen law,Apex to end,3.0989087065119403,25.128062880991457
53,45,20.0,Frozen law,Near to end,1.5890305319690414,19.764099358756553
54,21,20.0,No adaptation,Whole,7.884034605641054,28.906931376868798
54,21,20.0,No adaptation,Apex to end,9.007123709418417,25.740142848325924
54,21,20.0,No adaptation,Near to end,8.864261667572574,14.673196804894486
54,21,20.0,Identity,Whole,4.71124112374912,37.53273566326657
54,21,20.0,Identity,Apex to end,2.9977445217352825,20.188096324687503
54,21,20.0,Identity,Near to end,2.591346801628409,7.702574516836092
54,21,20.0,Event ramp,Whole,2.82772456363494,28.945305151733773
54,21,20.0,Event ramp,Apex to end,2.7694416182863746,20.59235827659646
54,21,20.0,Event ramp,Near to end,2.591346801628409,7.702574516836092
54,21,20.0,Frozen law,Whole,3.782406563132566,25.592485969073284
54,21,20.0,Frozen law,Apex to end,3.0964596340921666,19.81151616867194
54,21,20.0,Frozen law,Near to end,2.6516666282098345,7.680805368104182
56,45,20.0,No adaptation,Whole,11.123312475237118,31.044494172238224
56,45,20.0,No adaptation,Apex to end,13.10795177391045,23.654862928399158
56,45,20.0,No adaptation,Near to end,13.411816116992721,20.753336135498
56,45,20.0,Identity,Whole,6.172349348856233,28.90328323369116
56,45,20.0,Identity,Apex to end,4.836958760085689,27.049983511502496
56,45,20.0,Identity,Near to end,4.241801090881886,18.843061501132173
56,45,20.0,Event ramp,Whole,5.338190377564712,28.969989070804584
56,45,20.0,Event ramp,Apex to end,5.583527851096375,24.888096249591005
56,45,20.0,Event ramp,Near to end,4.241801090881886,18.843061501132173
56,45,20.0,Frozen law,Whole,5.526207614381135,31.847542146191277
56,45,20.0,Frozen law,Apex to end,5.700532185439673,25.200406689735456
56,45,20.0,Frozen law,Near to end,4.159861061051448,18.88556658087276
57,40,20.0,No adaptation,Whole,9.306996130489464,24.221675792381557
57,40,20.0,No adaptation,Apex to end,10.156400175197696,23.687367116353936
57,40,20.0,No adaptation,Near to end,9.876562443690725,16.399403154459435
57,40,20.0,Identity,Whole,5.5665485130656,32.45770125657918
57,40,20.0,Identity,Apex to end,3.692200064090724,24.31925490109503
57,40,20.0,Identity,Near to end,1.3520857069904708,13.169029108843455
57,40,20.0,Event ramp,Whole,4.544508944275237,25.449936682181985
57,40,20.0,Event ramp,Apex to end,3.77211647371388,22.762913475166474
57,40,20.0,Event ramp,Near to end,1.3520857069904708,13.169029108843455
57,40,20.0,Frozen law,Whole,5.6040013659086165,23.676638879876243
57,40,20.0,Frozen law,Apex to end,4.539029556894396,22.84865588922764
57,40,20.0,Frozen law,Near to end,1.3637759503029097,13.185049195696797
58,6,20.0,No adaptation,Whole,10.740614443266773,22.76061491000063
58,6,20.0,No adaptation,Apex to end,12.250871244980297,23.782591750901986
58,6,20.0,No adaptation,Near to end,11.578590684505484,19.835017889448004
58,6,20.0,Identity,Whole,5.864347923875183,28.318075013013146
58,6,20.0,Identity,Apex to end,4.382495445282401,23.76712115357943
58,6,20.0,Identity,Near to end,2.6064470739215144,12.131357472083526
58,6,20.0,Event ramp,Whole,5.408574415073292,21.268827772259733
58,6,20.0,Event ramp,Apex to end,5.462428988398406,21.65767583505358
58,6,20.0,Event ramp,Near to end,2.6064470739215144,12.131357472083526
58,6,20.0,Frozen law,Whole,6.105768244780688,21.411403506151803
58,6,20.0,Frozen law,Apex to end,5.774928027170443,21.829123219037722
58,6,20.0,Frozen law,Near to end,2.5741523227210292,12.091969318863313
59,40,20.0,No adaptation,Whole,8.260123057915226,23.416187381675744
59,40,20.0,No adaptation,Apex to end,9.454097237536557,25.494318144523298
59,40,20.0,No adaptation,Near to end,9.408886466542196,10.43504187993624
59,40,20.0,Identity,Whole,6.767697220229151,24.58107029065651
59,40,20.0,Identity,Apex to end,4.612848515879271,25.459104700628824
59,40,20.0,Identity,Near to end,1.5145099430375504,8.164641592275721
59,40,20.0,Event ramp,Whole,4.42394979835798,21.492260516463013
59,40,20.0,Event ramp,Apex to end,4.167464103423075,24.457794217829242
59,40,20.0,Event ramp,Near to end,1.5145099430375504,8.164641592275721
59,40,20.0,Frozen law,Whole,4.844255833497748,23.329707213727733
59,40,20.0,Frozen law,Apex to end,4.738916032191192,25.375507507568287
59,40,20.0,Frozen law,Near to end,1.5645708298939036,8.23930702375054
1,40,30.0,No adaptation,Whole,9.844212418081671,35.591957079435886
1,40,30.0,No adaptation,Apex to end,11.256771988942134,40.73604238054669
1,40,30.0,No adaptation,Near to end,9.461682042553088,17.81945499047626
1,40,30.0,Identity,Whole,8.843220936186215,32.80210382778648
1,40,30.0,Identity,Apex to end,7.4419327745812165,33.99108005528581
1,40,30.0,Identity,Near to end,5.842540583558944,16.941269672756405
1,40,30.0,Event ramp,Whole,7.202686700918973,31.283235600824597
1,40,30.0,Event ramp,Apex to end,7.643643076877717,35.40864040471919
1,40,30.0,Event ramp,Near to end,5.842540583558944,16.941269672756405
1,40,30.0,Frozen law,Whole,7.289651803725669,31.69274131937954
1,40,30.0,Frozen law,Apex to end,7.827985322469527,35.59757876601923
1,40,30.0,Frozen law,Near to end,5.87755511110326,16.988400389393288
2,21,30.0,No adaptation,Whole,10.916617086366204,46.123809943035226
2,21,30.0,No adaptation,Apex to end,12.480841454391886,34.251424421899095
2,21,30.0,No adaptation,Near to end,12.319493775387564,19.901370456007275
2,21,30.0,Identity,Whole,7.588544387505628,55.85068796080547
2,21,30.0,Identity,Apex to end,7.585192215605622,35.36924470494372
2,21,30.0,Identity,Near to end,6.274660572529619,11.947041431326952
2,21,30.0,Event ramp,Whole,6.893402887476132,48.039642306399855
2,21,30.0,Event ramp,Apex to end,7.8181409219085545,33.13705218781206
2,21,30.0,Event ramp,Near to end,6.274660572529619,11.947041431326952
2,21,30.0,Frozen law,Whole,7.818513779759131,45.187470991219065
2,21,30.0,Frozen law,Apex to end,8.306244067014061,32.33165430760458
2,21,30.0,Frozen law,Near to end,6.262847085168998,11.918132780333137
3,45,30.0,No adaptation,Whole,8.759228201875889,21.081758504976182
3,45,30.0,No adaptation,Apex to end,10.235612049343867,21.721122430002893
3,45,30.0,No adaptation,Near to end,10.094154165829984,17.886788031977126
3,45,30.0,Identity,Whole,8.087250201595579,23.306846608755745
3,45,30.0,Identity,Apex to end,6.021083752366799,21.98977789056768
3,45,30.0,Identity,Near to end,4.909152657577366,16.726058591222955
3,45,30.0,Event ramp,Whole,5.861233201930596,19.499253295654267
3,45,30.0,Event ramp,Apex to end,5.986261097414827,20.75011577014766
3,45,30.0,Event ramp,Near to end,4.909152657577366,16.726058591222955
3,45,30.0,Frozen law,Whole,5.86525768887061,21.01315533882747
3,45,30.0,Frozen law,Apex to end,6.441508098743521,21.621509876180276
3,45,30.0,Frozen law,Near to end,4.933682788554052,16.77737054929674
4,45,30.0,No adaptation,Whole,7.326107234908414,44.7460360043282
4,45,30.0,No adaptation,Apex to end,8.073426388321645,41.144051835508
4,45,30.0,No adaptation,Near to end,8.205871681433434,21.1915949934373
4,45,30.0,Identity,Whole,8.572051524330714,36.50020629400164
4,45,30.0,Identity,Apex to end,4.612594396679345,35.997923462101404
4,45,30.0,Identity,Near to end,3.739139287315474,20.92076841433872
4,45,30.0,Event ramp,Whole,5.428969207301918,39.848504243559944
4,45,30.0,Event ramp,Apex to end,3.8991652915631687,37.19574008907632
4,45,30.0,Event ramp,Near to end,3.739139287315474,20.92076841433872
4,45,30.0,Frozen law,Whole,4.588992236672481,42.79097868722741
4,45,30.0,Frozen law,Apex to end,4.052427411621717,37.90739251046223
4,45,30.0,Frozen law,Near to end,3.8005133963788174,20.963523465098927
6,6,30.0,No adaptation,Whole,12.56530522099623,43.64694736405773
6,6,30.0,No adaptation,Apex to end,14.810934610324962,42.74567160397734
6,6,30.0,No adaptation,Near to end,14.967839193581506,28.90603299497366
6,6,30.0,Identity,Whole,9.130870218614202,34.20987345076595
6,6,30.0,Identity,Apex to end,7.1145751983974534,31.39369719117739
6,6,30.0,Identity,Near to end,6.2515161949501765,18.65894542708773
6,6,30.0,Event ramp,Whole,7.354288367223058,35.63142649832024
6,6,30.0,Event ramp,Apex to end,7.604539593449459,33.74793977693447
6,6,30.0,Event ramp,Near to end,6.2515161949501765,18.65894542708773
6,6,30.0,Frozen law,Whole,6.873188970971208,38.695906320707095
6,6,30.0,Frozen law,Apex to end,7.344541125378618,34.89536359557132
6,6,30.0,Frozen law,Near to end,6.187831206698339,18.585044737893742
7,40,30.0,No adaptation,Whole,10.035090513490648,34.9943485484585
7,40,30.0,No adaptation,Apex to end,11.653134564651255,39.773317321262624
7,40,30.0,No adaptation,Near to end,11.443310368574766,18.810596928365506
7,40,30.0,Identity,Whole,8.028892966371947,27.651002471712147
7,40,30.0,Identity,Apex to end,5.40890249022437,28.32365645369364
7,40,30.0,Identity,Near to end,1.7011324444489377,11.344652497917053
7,40,30.0,Event ramp,Whole,5.805059309523936,27.359816705437357
7,40,30.0,Event ramp,Apex to end,5.436269667992198,31.28186090259833
7,40,30.0,Event ramp,Near to end,1.7011324444489377,11.344652497917053
7,40,30.0,Frozen law,Whole,5.502243382723138,29.427937426286906
7,40,30.0,Frozen law,Apex to end,5.522830919866881,32.33868626141327
7,40,30.0,Frozen law,Near to end,1.6042387345835094,11.324583337049328
8,21,30.0,No adaptation,Whole,8.605531181683492,29.575929627445028
8,21,30.0,No adaptation,Apex to end,10.000152293984055,32.06618155770502
8,21,30.0,No adaptation,Near to end,8.87488768499569,21.765637879764572
8,21,30.0,Identity,Whole,7.126225495681693,34.80221124526161
8,21,30.0,Identity,Apex to end,5.8438757865658335,25.41393498861366
8,21,30.0,Identity,Near to end,2.846013693428924,13.55284563242895
8,21,30.0,Event ramp,Whole,5.239051829059316,27.13119403381549
8,21,30.0,Event ramp,Apex to end,5.906797416728013,25.812186517733327
8,21,30.0,Event ramp,Near to end,2.846013693428924,13.55284563242895
8,21,30.0,Frozen law,Whole,5.826385128943421,25.569591903439434
8,21,30.0,Frozen law,Apex to end,6.327637590947141,26.418484921963064
8,21,30.0,Frozen law,Near to end,2.893774556093143,13.520789114415814
9,6,30.0,No adaptation,Whole,14.644333368267928,39.44171343173335
9,6,30.0,No adaptation,Apex to end,16.396537734119402,37.667096436353
9,6,30.0,No adaptation,Near to end,14.359250290366642,24.91881942110168
9,6,30.0,Identity,Whole,7.590714194878408,45.92464615084639
9,6,30.0,Identity,Apex to end,7.988443583390806,34.90244963561932
9,6,30.0,Identity,Near to end,6.119513544251199,15.66529265176392
9,6,30.0,Event ramp,Whole,8.89823736546202,38.71949883243161
9,6,30.0,Event ramp,Apex to end,9.426449433830438,34.44186155278257
9,6,30.0,Event ramp,Near to end,6.119513544251199,15.66529265176392
9,6,30.0,Frozen law,Whole,9.791217191401849,37.919853286829834
9,6,30.0,Frozen law,Apex to end,9.568211599156964,35.25326602283017
9,6,30.0,Frozen law,Near to end,6.068780789131837,15.599160768139424
11,45,30.0,No adaptation,Whole,9.324823096708988,33.32838013642593
11,45,30.0,No adaptation,Apex to end,10.91430886867633,36.61144124341475
11,45,30.0,No adaptation,Near to end,11.474106084427882,18.908754244288158
11,45,30.0,Identity,Whole,6.89145852181294,26.41010680630276
11,45,30.0,Identity,Apex to end,3.042150915148609,26.004351039942662
11,45,30.0,Identity,Near to end,1.680929359086484,14.595769772522639
11,45,30.0,Event ramp,Whole,4.15618243435045,26.275287098041847
11,45,30.0,Event ramp,Apex to end,2.9496639460025484,28.75877514638446
11,45,30.0,Event ramp,Near to end,1.680929359086484,14.595769772522639
11,45,30.0,Frozen law,Whole,3.5664063652170794,28.19005831220748
11,45,30.0,Frozen law,Apex to end,2.853072273685227,29.458618207493355
11,45,30.0,Frozen law,Near to end,1.5882164348421879,14.606883350430081
12,45,30.0,No adaptation,Whole,8.410145788025902,27.211407482938316
12,45,30.0,No adaptation,Apex to end,9.875210905831553,28.29865643539719
12,45,30.0,No adaptation,Near to end,11.204733342982873,20.470752854331867
12,45,30.0,Identity,Whole,6.809362379646393,20.688880598781846
12,45,30.0,Identity,Apex to end,3.399259285491309,18.143635400769583
12,45,30.0,Identity,Near to end,2.906793195733763,15.166638155307501
12,45,30.0,Event ramp,Whole,3.76471602037669,19.736373231920762
12,45,30.0,Event ramp,Apex to end,2.6098908276384423,20.244946115246094
12,45,30.0,Event ramp,Near to end,2.906793195733763,15.166638155307501
12,45,30.0,Frozen law,Whole,3.22747882282836,22.66869015214008
12,45,30.0,Frozen law,Apex to end,2.7106226818684043,21.495323179707643
12,45,30.0,Frozen law,Near to end,2.872790098699308,15.176191016121157
13,40,30.0,No adaptation,Whole,9.514563267479607,22.9410622877778
13,40,30.0,No adaptation,Apex to end,10.705844598920145,24.449669974919697
13,40,30.0,No adaptation,Near to end,9.864798653965657,16.86997585535368
13,40,30.0,Identity,Whole,8.324239547101515,25.48649092802559
13,40,30.0,Identity,Apex to end,5.982910828337341,14.699730299594295
13,40,30.0,Identity,Near to end,1.3104129206445188,10.184600375608
13,40,30.0,Event ramp,Whole,6.170146924646942,18.75213406559748
13,40,30.0,Event ramp,Apex to end,5.790524622200489,16.003597383561956
13,40,30.0,Event ramp,Near to end,1.3104129206445188,10.184600375608
13,40,30.0,Frozen law,Whole,6.191806754612635,17.768647387365867
13,40,30.0,Frozen law,Apex to end,6.049033169006444,16.821935439188486
13,40,30.0,Frozen law,Near to end,1.3187606017807953,10.183292528453194
14,6,30.0,No adaptation,Whole,9.325922206629944,37.649330715620636
14,6,30.0,No adaptation,Apex to end,10.797150271942137,31.38815741510397
14,6,30.0,No adaptation,Near to end,9.888747242443733,20.7260096332291
14,6,30.0,Identity,Whole,6.515671981971639,32.913335674677256
14,6,30.0,Identity,Apex to end,3.5960741892350843,26.22021039741404
14,6,30.0,Identity,Near to end,1.7248377879252716,13.11811666274147
14,6,30.0,Event ramp,Whole,4.686302339412758,32.91893587601809
14,6,30.0,Event ramp,Apex to end,4.171465421414944,26.903489922718094
14,6,30.0,Event ramp,Near to end,1.7248377879252716,13.11811666274147
14,6,30.0,Frozen law,Whole,4.554970339433189,36.55645938919716
14,6,30.0,Frozen law,Apex to end,4.191502780702488,29.393397689015476
14,6,30.0,Frozen law,Near to end,1.73881814455344,13.079017614532555
16,33,30.0,No adaptation,Whole,11.367484505558137,38.56526685312335
16,33,30.0,No adaptation,Apex to end,12.843372165972918,29.53899433309849
16,33,30.0,No adaptation,Near to end,13.127472974644842,22.84720283619612
16,33,30.0,Identity,Whole,6.62875895191423,45.46601362613359
16,33,30.0,Identity,Apex to end,5.843250194759903,23.679715734874684
16,33,30.0,Identity,Near to end,6.844698890500252,13.252174329178121
16,33,30.0,Event ramp,Whole,6.264490834220748,37.80706666439992
16,33,30.0,Event ramp,Apex to end,6.466686129593166,22.63550187857462
16,33,30.0,Event ramp,Near to end,6.844698890500252,13.252174329178121
16,33,30.0,Frozen law,Whole,7.004040254844096,34.57242591099808
16,33,30.0,Frozen law,Apex to end,6.7159786780274695,20.87958582368648
16,33,30.0,Frozen law,Near to end,6.825519063529644,13.204157781869501
17,40,30.0,No adaptation,Whole,9.068374465323153,31.777598570295652
17,40,30.0,No adaptation,Apex to end,9.503259842492922,30.84077116612388
17,40,30.0,No adaptation,Near to end,10.27817013894823,15.827685143206338
17,40,30.0,Identity,Whole,6.552912295852288,33.58333361684067
17,40,30.0,Identity,Apex to end,5.0715201834640045,22.10745097345683
17,40,30.0,Identity,Near to end,1.1452061509930327,11.16284790371007
17,40,30.0,Event ramp,Whole,5.356271171600658,28.75708038624256
17,40,30.0,Event ramp,Apex to end,4.418360038153856,23.828002764308824
17,40,30.0,Event ramp,Near to end,1.1452061509930327,11.16284790371007
17,40,30.0,Frozen law,Whole,6.4019197501078455,27.484647226808498
17,40,30.0,Frozen law,Apex to end,5.351626040113844,23.891373227365843
17,40,30.0,Frozen law,Near to end,1.1113364816614304,11.182717397157733
18,21,30.0,No adaptation,Whole,9.879631833102279,27.938391465840148
18,21,30.0,No adaptation,Apex to end,11.387812055003241,32.26910156115794
18,21,30.0,No adaptation,Near to end,11.257787189574769,22.31759507151129
18,21,30.0,Identity,Whole,6.60301896528124,26.641264828576368
18,21,30.0,Identity,Apex to end,5.779670971054571,19.20819910269199
18,21,30.0,Identity,Near to end,3.600182597357897,13.19375864304482
18,21,30.0,Event ramp,Whole,5.363966301836281,20.624401683415957
18,21,30.0,Event ramp,Apex to end,5.844309739406781,21.43895888968853
18,21,30.0,Event ramp,Near to end,3.600182597357897,13.19375864304482
18,21,30.0,Frozen law,Whole,6.038474875230717,19.965893277416622
18,21,30.0,Frozen law,Apex to end,6.186197272594202,21.686640078803148
18,21,30.0,Frozen law,Near to end,3.5771379299250268,13.149839242504877
19,40,30.0,No adaptation,Whole,7.756224240625999,25.217713217910994
19,40,30.0,No adaptation,Apex to end,8.368455592193252,22.894820169932995
19,40,30.0,No adaptation,Near to end,8.185379363130263,14.930236989039594
19,40,30.0,Identity,Whole,7.0199595627800555,30.65416534303769
19,40,30.0,Identity,Apex to end,5.3865202634119145,18.950903218098055
19,40,30.0,Identity,Near to end,2.8956208567499275,14.631360517390757
19,40,30.0,Event ramp,Whole,5.227061819192495,24.64613393733704
19,40,30.0,Event ramp,Apex to end,4.88071524388398,18.84977857121441
19,40,30.0,Event ramp,Near to end,2.8956208567499275,14.631360517390757
19,40,30.0,Frozen law,Whole,5.921631555144064,22.706808343061955
19,40,30.0,Frozen law,Apex to end,5.702221666439221,18.554450432302055
19,40,30.0,Frozen law,Near to end,2.9646563727116897,14.686372975790363
21,0,30.0,No adaptation,Whole,11.572520790761684,33.788144210003075
21,0,30.0,No adaptation,Apex to end,12.689420632365168,28.75168499841565
21,0,30.0,No adaptation,Near to end,12.311681188292509,25.832990071271148
21,0,30.0,Identity,Whole,5.171148476166204,40.60078508374197
21,0,30.0,Identity,Apex to end,3.9315797892362734,22.584435992875477
21,0,30.0,Identity,Near to end,3.1210555210992195,16.719744838014737
21,0,30.0,Event ramp,Whole,5.682849500534488,32.701997202099726
21,0,30.0,Event ramp,Apex to end,5.253097489184925,21.984043799781492
21,0,30.0,Event ramp,Near to end,3.1210555210992195,16.719744838014737
21,0,30.0,Frozen law,Whole,7.051235153364579,29.951724370209252
21,0,30.0,Frozen law,Apex to end,5.927331921561828,21.472554681051747
21,0,30.0,Frozen law,Near to end,3.0534647666464574,16.659428628365912
22,0,30.0,No adaptation,Whole,12.025585727810704,26.201679393197413
22,0,30.0,No adaptation,Apex to end,13.685286447531713,31.429593518451465
22,0,30.0,No adaptation,Near to end,13.346236980950481,23.47702074950547
22,0,30.0,Identity,Whole,6.515471539091162,26.405403083983327
22,0,30.0,Identity,Apex to end,5.181349517978113,22.277603762507887
22,0,30.0,Identity,Near to end,3.578902748316822,14.949946531214394
22,0,30.0,Event ramp,Whole,6.0451931686027365,20.683552166504644
22,0,30.0,Event ramp,Apex to end,6.109064301277518,23.162339890670474
22,0,30.0,Event ramp,Near to end,3.578902748316822,14.949946531214394
22,0,30.0,Frozen law,Whole,6.86743756741969,19.25977916802455
22,0,30.0,Frozen law,Apex to end,6.449029832415896,22.715596094635348
22,0,30.0,Frozen law,Near to end,3.48324185289564,14.900719382990175
23,40,30.0,No adaptation,Whole,8.04000933330562,53.01487575237757
23,40,30.0,No adaptation,Apex to end,8.223558871499963,32.793664624363274
23,40,30.0,No adaptation,Near to end,8.639743280841058,12.223392530204332
23,40,30.0,Identity,Whole,5.71591260738929,59.96670542381974
23,40,30.0,Identity,Apex to end,3.841534864538371,34.77168565109093
23,40,30.0,Identity,Near to end,1.6545076995491228,8.561201881949835
23,40,30.0,Event ramp,Whole,4.506998231367138,54.75339004786903
23,40,30.0,Event ramp,Apex to end,3.2381298655798845,32.88751507963216
23,40,30.0,Event ramp,Near to end,1.6545076995491228,8.561201881949835
23,40,30.0,Frozen law,Whole,5.689898979808636,52.66775317678561
23,40,30.0,Frozen law,Apex to end,4.40300552194519,31.946499151278186
