episode,factor,value,segment,axis_rmse_deg,position_rmse_mm
57,Source seed,20260910,Apex to end,5.046339781569561,20.897569143677952
57,Source seed,20260910,Near to end,2.03217406589647,12.88939019053222
57,Source seed,20270910,Apex to end,5.014831467174735,20.821340425549653
57,Source seed,20270910,Near to end,2.0246702812985164,12.892429963796918
57,Source seed,20280910,Apex to end,5.0044360359986815,20.838006005976627
57,Source seed,20280910,Near to end,2.0276275286633143,12.885399912265644
58,Axis azimuth,-15,Apex to end,5.920826300009272,23.252710860024127
58,Axis azimuth,-15,Near to end,2.506711154873369,11.023977568080761
58,Axis azimuth,0,Apex to end,6.546317862719627,25.448120004652186
58,Axis azimuth,0,Near to end,3.318591160368516,12.290533187035594
58,Axis azimuth,15,Apex to end,8.103366275618862,27.660599837301984
58,Axis azimuth,15,Near to end,5.58649434075397,14.597932223010675
58,Pivot lever arm,0,Apex to end,6.546317862719627,24.549327832539422
58,Pivot lever arm,0,Near to end,3.318591160368516,20.153607486440162
58,Pivot lever arm,50,Apex to end,6.546317862719627,25.011375150351864
58,Pivot lever arm,50,Near to end,3.318591160368516,14.681471153007012
58,Pivot lever arm,100,Apex to end,6.546317862719627,27.998892875180584
58,Pivot lever arm,100,Near to end,3.318591160368516,13.409430788780224
58,Source seed,20260910,Apex to end,6.604237742707894,25.406573119223225
58,Source seed,20260910,Near to end,3.3236423314305865,12.290635456249666
58,Source seed,20270910,Apex to end,6.50471394819791,25.50046719847706
58,Source seed,20270910,Near to end,3.3135056826406273,12.289105692365634
58,Source seed,20280910,Apex to end,6.531387974500109,25.43939269963264
58,Source seed,20280910,Near to end,3.3188684224988325,12.29198248414023
59,Axis azimuth,-15,Apex to end,3.982722326878155,26.965070882600816
59,Axis azimuth,-15,Near to end,1.7096522282130047,11.574412905838667
59,Axis azimuth,0,Apex to end,4.868297724038853,28.930910869983315
59,Axis azimuth,0,Near to end,1.868565127146305,12.018923258900555
59,Axis azimuth,15,Apex to end,6.519522480045296,31.40185115742629
59,Axis azimuth,15,Near to end,4.209238065133614,13.331736155747281
59,Pivot lever arm,0,Apex to end,4.868297724038853,31.157933768727304
59,Pivot lever arm,0,Near to end,1.868565127146305,16.125270527745446
59,Pivot lever arm,50,Apex to end,4.868297724038853,28.925969827788684
59,Pivot lever arm,50,Near to end,1.868565127146305,13.171690881942933
59,Pivot lever arm,100,Apex to end,4.868297724038853,28.949548349878285
59,Pivot lever arm,100,Near to end,1.868565127146305,15.551593813798346
59,Source seed,20260910,Apex to end,4.860124916520338,29.038603388851232
59,Source seed,20260910,Near to end,1.8749808106548544,12.022194414567036
59,Source seed,20270910,Apex to end,4.882857599549584,28.860510094580185
59,Source seed,20270910,Near to end,1.8676095729287838,12.018249775807098
59,Source seed,20280910,Apex to end,4.864283946009845,28.895477065677266
59,Source seed,20280910,Near to end,1.8635323271772353,12.016457340472098
