success,depth,lateral_mm,axis_err_deg,steps,solver_error,source,target,block,theta_deg,method,endpoint_pass
True,0.07181761685497914,1.845797191484003,1.1757649854252736,656,EpisodeFinished,lift_early,diagonal_early,3,-5.0,source,True
True,0.07094431147024552,1.6891349644046039,0.915755478535344,662,EpisodeFinished,lift_early,diagonal_early,3,-5.0,target,True
True,0.07056885951221434,0.6716984445172548,4.552181916709159,646,EpisodeFinished,lift_early,diagonal_early,3,5.0,no_adapt,False
True,0.07145699255725095,1.7091276138886093,1.017181546554212,655,EpisodeFinished,lift_early,diagonal_early,3,5.0,rigid,True
True,0.0713645618113767,1.7935890250946502,1.2610465139586413,650,EpisodeFinished,lift_early,diagonal_early,3,5.0,source,True
True,0.07180836308003243,1.8577112049567617,0.48329372694293565,643,EpisodeFinished,lift_early,diagonal_early,3,5.0,target,True
False,0.09422378549412332,18.621145994981706,1.0278463533346578,704,,lift_early,diagonal_early,3,-10.0,no_adapt,False
True,0.07156647074303692,1.6412917070904651,1.1624815481500683,692,EpisodeFinished,lift_early,diagonal_early,3,-10.0,rigid,True
True,0.07102274074555805,1.5825760661281247,1.9576816265137484,676,EpisodeFinished,lift_early,diagonal_early,3,-10.0,source,True
True,0.07181273724009633,1.9950977145858526,0.5308897934524638,659,EpisodeFinished,lift_early,diagonal_early,3,-10.0,target,True
True,0.07044253743713377,0.4337289504200164,5.522239960467044,653,EpisodeFinished,lift_early,diagonal_early,3,10.0,no_adapt,False
True,0.07103648248342917,1.7137340574322084,1.0819226685409413,648,EpisodeFinished,lift_early,diagonal_early,3,10.0,rigid,True
True,0.071293852746856,1.656389624366179,0.914213883495331,652,EpisodeFinished,lift_early,diagonal_early,3,10.0,source,True
True,0.0714412091795368,1.7780988829677056,2.2115401211692585,655,EpisodeFinished,lift_early,diagonal_early,3,10.0,target,True
False,0.09419196693383787,20.091896043678013,0.8653520441943819,666,,lift_early,diagonal_early,4,-5.0,no_adapt,False
True,0.0718373918154084,1.8986830650709374,1.669383290350624,644,EpisodeFinished,lift_early,diagonal_early,4,-5.0,rigid,True
True,0.07177516561764073,1.9935483424665659,1.1750004311250555,641,EpisodeFinished,lift_early,diagonal_early,4,-5.0,source,True
False,0.12386509637213168,3.5175129473792492,0.6065528148088667,546,RuntimeError('Fail to parameterize path'),lift_early,diagonal_early,4,-5.0,target,False
True,0.07035959565511636,0.48312219797163464,5.077529758702099,629,EpisodeFinished,lift_early,diagonal_early,4,5.0,no_adapt,False
True,0.07047115045015145,1.6386362933748826,2.1262948780158566,622,EpisodeFinished,lift_early,diagonal_early,4,5.0,rigid,True
True,0.07079072639209864,1.6875412733575728,1.4354645724816142,633,EpisodeFinished,lift_early,diagonal_early,4,5.0,source,True
True,0.07073330858811619,1.7163936050822068,0.7894636265953686,625,EpisodeFinished,lift_early,diagonal_early,4,5.0,target,True
False,0.09417467006236768,15.286939097323678,0.7841085982035199,676,,lift_early,diagonal_early,4,-10.0,no_adapt,False
True,0.07110012701620516,1.985914806827488,1.8960688378885906,666,EpisodeFinished,lift_early,diagonal_early,4,-10.0,rigid,True
True,0.07114943412367364,1.9293407700023695,1.0087772122239227,668,EpisodeFinished,lift_early,diagonal_early,4,-10.0,source,True
True,0.0712795120425813,1.9758593009961836,1.1165373202026254,665,EpisodeFinished,lift_early,diagonal_early,4,-10.0,target,True
True,0.07087676918792077,1.542258202121898,0.19149533237678973,636,EpisodeFinished,lift_early,diagonal_early,4,10.0,no_adapt,True
True,0.07123707131881644,1.8294540247755593,2.9464294157183146,628,EpisodeFinished,lift_early,diagonal_early,4,10.0,rigid,False
True,0.07038469352660924,1.7016631059921465,0.8752507492098759,639,EpisodeFinished,lift_early,diagonal_early,4,10.0,source,True
True,0.07180558149618765,1.722778108049449,1.8474878367564056,631,EpisodeFinished,lift_early,diagonal_early,4,10.0,target,True
