dataset,episode_index,frames,extraction_status,hole_tilt_reported_deg,grasp_start,release_frame,window_start,window_end_exclusive,n_grasp_segments,transport_distance_m,axis_x,axis_y,axis_z,tcp_x_m,tcp_y_m,tcp_z_m,terminal_tilt_deg,window_axis_spread_max_deg,pickup_tcp_x_m,pickup_tcp_y_m,pickup_tcp_z_m
insert_10degree,49,1744,ok,10,280,1614,1593,1608,1,0.1946004462487108,0.174087079699459,-0.09752824125063649,0.979888733908229,0.5226181832503339,0.10125267003208428,0.14423546484897384,11.51033294044614,0.3558807763215631,0.5810701754579425,-0.0851245240367476,0.13066705955863553
insert_10degree,50,1124,ok,10,291,990,969,984,1,0.18901195773533727,0.11098122445788369,-0.1700889155180006,0.9791592968642739,0.517823536331926,0.0978432010715796,0.14482059912995737,11.717931708098071,0.04428102106899699,0.5820325177890388,-0.08339928692478572,0.13148468772204358
insert_10degree,51,1127,ok,10,348,921,900,915,1,0.19494521669083462,0.08934775728680612,-0.17108182183152004,0.9811972220234962,0.5176734656481378,0.09814308101240023,0.14153071584674642,11.128368350968355,0.21502813775505544,0.578741118280464,-0.08639161803667975,0.13538377208674632
insert_10degree,52,1361,ok,10,329,1191,1170,1185,1,0.1949885169529573,0.15219653256949547,-0.18367713719310136,0.9711328048966161,0.520806572957644,0.10188390881919983,0.14491036176260164,13.800354293933612,0.20470136553900067,0.5828805610532918,-0.0825204969574724,0.13245226720240375
insert_10degree,53,1056,ok,10,363,913,892,907,1,0.20452951695035151,0.09807907240901345,-0.1442061594162665,0.9846751134977455,0.5188517368263084,0.11195785626858173,0.1415310795509329,10.043670457056917,0.006158701866575565,0.5859467245662752,-0.08075890390495097,0.12902812513808898
insert_10degree,54,969,ok,10,270,796,775,790,1,0.19521546713308582,0.1246289590383488,-0.08403437380627411,0.9886383800905187,0.5185472259980558,0.09979968826774474,0.13610165710231426,8.645095762076668,0.2597663558321412,0.5751247730229098,-0.08688530277612523,0.12704406251376746
insert_10degree,55,907,ok,10,247,733,712,727,1,0.19434508779927226,0.1457849231595223,-0.11975955612387933,0.98204093850327,0.5221859262646695,0.10511187951398276,0.14704637211529684,10.875057447494319,0.0051417912349736835,0.5770646690327657,-0.08285088110034412,0.13125444785770912
insert_10degree,56,1097,ok,10,328,893,872,887,1,0.19490837421188464,0.11026480233877133,-0.2042850113878233,0.9726815036215445,0.5195825346911681,0.10099274215013782,0.1434967222529108,13.423312625560948,0.16705324455005344,0.5858646329909483,-0.08316973408695262,0.12959388594599483
insert_10degree,57,1098,ok,10,321,915,894,909,1,0.19745077565821254,0.12529111408901225,-0.15152460359954062,0.9804807143612445,0.5176583528850229,0.09787541223418371,0.14192302817441385,11.339099288511267,0.11909489730968537,0.5775853997447725,-0.08507173589553557,0.13188924286051598
insert_10degree,58,1094,ok,10,283,957,936,951,1,0.19593788321515734,0.14010488166496046,-0.17257898199681249,0.9749805726816259,0.520614161977219,0.10168522320871812,0.14433197343597554,12.843576536940711,0.032777538178405785,0.5836748729923124,-0.08486133558884475,0.13220245654234514
insert_10degree,59,1131,ok,10,323,981,960,975,1,0.19921462129230758,0.12230325195803456,-0.14594604027233743,0.981703452112355,0.5217342307801668,0.1035160513912461,0.1446927621582664,10.977074587390039,0.017470304933791658,0.5772577791292925,-0.08693260702154577,0.13063709989242345
insert_10degree,60,1175,ok,10,318,1006,985,1000,1,0.1950755074567969,0.12165761800317049,-0.16371506240176087,0.9789774268718263,0.5193238557806499,0.10240426716721275,0.14651950485924617,11.769129672214078,0.2663781991299105,0.5819714902156188,-0.08343438145958476,0.13285844540771408
