pair_key,family,claim,source_task,target_task,seed,sample_size,repeat,method,target_nominal_trajectories,target_interventions_for_fit,target_interventions_for_validation,source_sample_size,fit_success,fit_error,fit_seconds,m_transfer_correct,e_alpha,heldout_prediction_mse,alpha_active_du,alpha_active_dv,alpha_active_dw,alpha_active_roll,alpha_active_pitch,alpha_active_yaw
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20280818,3,0,Ours transfer: source Pdiag N=30 + target nominal N=1,1,0,3,30,True,,0.0,True,1.3799406324010699e-05,1.0388768922627681e-09,1.744278526232327e-06,1.7505174794553763e-06,1.7455860797704926e-06,1.8919196679042228e-06,1.91693818817826e-06,1.0085276755362231
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20280818,3,0,Frame-weighted target scratch,0,3,0,0,True,,0.004501327988691628,False,0.08834768978238144,8.918857337100888e-06,0.05659906188019598,0.05659906188019598,0.05659906188019598,0.05659906188019598,0.05659906188019598,0.05659906188019598
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20280818,3,0,Phase scalar GP target scratch,0,3,0,0,True,,0.17356013599783182,False,0.08834795904346521,8.91888870395827e-06,0.057029455709914065,0.057029455709914065,0.057029455709914065,0.057029455709914065,0.057029455709914065,0.057029455709914065
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20280818,3,0,Pdiag finite target scratch,0,3,0,0,True,,0.36600336397532374,True,6.64735919538362e-05,1.6812376855186615e-08,4.462196932278508e-06,4.858716296513416e-06,4.6311643173117e-06,4.9231884411417895e-06,6.064390546741809e-06,0.9869176672136124
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20280818,5,0,Ours transfer: source Pdiag N=30 + target nominal N=1,1,0,5,30,True,,0.0,True,1.3799406324010699e-05,9.779293453978543e-10,1.744278526232327e-06,1.7505174794553763e-06,1.7455860797704926e-06,1.8919196679042228e-06,1.91693818817826e-06,1.0085276755362231
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20280818,5,0,Frame-weighted target scratch,0,5,0,0,True,,0.004411700996570289,False,0.09987691074841844,5.6582906686565345e-06,0.34504998543287263,0.34504998543287263,0.34504998543287263,0.34504998543287263,0.34504998543287263,0.34504998543287263
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20280818,5,0,Phase scalar GP target scratch,0,5,0,0,True,,0.15480645804200321,False,0.09987630461204224,5.658348812777245e-06,0.3476738343026111,0.3476738343026111,0.3476738343026111,0.3476738343026111,0.3476738343026111,0.3476738343026111
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20280818,5,0,Pdiag finite target scratch,0,5,0,0,True,,0.5024017330724746,True,1.4336283538210461e-05,1.228641580651099e-08,4.8197797281806935e-06,4.734033576196812e-06,4.898269317581019e-06,5.918274910830974e-06,5.6871772737237985e-06,1.0073511624985485
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20280818,8,0,Ours transfer: source Pdiag N=30 + target nominal N=1,1,0,8,30,True,,0.0,True,1.3799406324010699e-05,9.846961334576843e-10,1.744278526232327e-06,1.7505174794553763e-06,1.7455860797704926e-06,1.8919196679042228e-06,1.91693818817826e-06,1.0085276755362231
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20280818,8,0,Frame-weighted target scratch,0,8,0,0,True,,0.004396990058012307,False,0.11138406827876852,5.491524981247843e-06,0.3935777250278073,0.3935777250278073,0.3935777250278073,0.3935777250278073,0.3935777250278073,0.3935777250278073
