global_progress,alpha_x,alpha_y,alpha_yaw,alpha_x_std,alpha_y_std,alpha_yaw_std
0.5773809523809524,0.9997260929257782,1.0101868288108597,1.0007056555345126,0.0021388335633227835,0.012366973598349935,0.0007744891265712616
0.5833333333333333,0.9989042524938231,1.0115545863906539,1.0008139235081208,0.00196337149894913,0.017009847610727623,0.00047662710500404726
0.5892857142857143,0.9935419178671304,1.0096523600320022,1.000976133764605,0.0021798343089508227,0.018731073402985576,0.0006287019014488969
0.5952380952380952,0.9950080403575187,1.0038875043392181,1.001018129724419,0.0023161942958972817,0.008745252699864616,0.0005989571602899559
0.6011904761904762,0.9969064206988718,1.0069093322036442,1.0009942134392709,0.0099660154504371,0.014648917099600891,0.00047072522296519277
0.6071428571428571,1.0199193325307632,1.015310962167051,1.0007846998060075,0.030328236363128366,0.02163633614279206,0.00025680300631473855
0.6130952380952381,1.100494022722597,1.0110368469247109,1.0008091350019097,0.12167502450926947,0.010968528948945337,0.00028274393884548894
0.619047619047619,1.2080807376790927,1.0099173420005372,1.0004926452557232,0.23658634682002502,0.0015342187162338274,0.000311400031524985
0.625,1.280399246348275,1.0051080336173372,1.0005227772851875,0.292965521538418,0.007014218071603437,0.00031657736295471545
0.630952380952381,1.2441345938929806,0.9959374450974993,1.000340346158276,0.2436700282725158,0.005584008493371887,0.00020347078787139652
0.6369047619047619,1.133134602396576,0.9919564239680764,1.0005369312012242,0.11077886165007914,0.003056460718975701,0.0003226617282854302
0.6428571428571429,1.0311588644981382,0.9884624431530632,1.0005311424931393,0.02155402444921465,0.004823145026603631,0.00039048235253018706
0.6488095238095238,1.0054446204944885,1.001633144915104,1.0002029853327759,0.0020499337641914383,0.006686138329233184,0.0001237040542378063
0.6547619047619048,1.0045544968711004,1.0036893602874544,1.000175623330554,0.0007466284343171046,0.0038076326860036736,0.0002605052484375452
0.6607142857142857,1.0053774134980304,1.0120571280519166,1.0003259374763331,0.0008780450861287464,0.007245176235359615,2.7021845634328913e-05
0.6666666666666667,1.0067730038254343,1.0251006042515787,1.00033457352516,0.00048204325649853924,0.014413832922689544,0.00011324087730178698
0.6726190476190476,1.004660860807807,1.0104743142922716,1.0002602454927823,0.000669458944749562,0.012406762264088106,0.00013871750770914752
0.6785714285714286,1.006822453604804,1.0021513948837915,1.0004437903798677,0.0005588612152458025,0.005226026821106759,0.000203508653053098
0.6845238095238095,1.0117711292372815,1.012559355822978,1.0004717451854017,0.005165578382574228,0.010803997076743838,0.00022155376648795255
0.6904761904761905,1.0064296700336317,1.0129424984808322,1.0005832332809323,0.006025649256717422,0.006736115925660031,0.0003007626387452056
