model,task_key,sample_size,alpha_active_du,alpha_active_dv,alpha_active_dw,alpha_active_roll,alpha_active_pitch,alpha_active_yaw
TP-GMM SE(3),cream_cheese_in_bowl,30,0.9226563344199208,0.9276926817384893,0.9427980791902139,0.0064339937328878145,0.006657452250959113,0.0015742969704774328
Full operator (SE(3)),cream_cheese_in_bowl,30,0.9799590281262012,0.977125110820195,1.0314193067606237,0.0,0.0,0.0
Pdiag pointwise (SE(3)),cream_cheese_in_bowl,30,0.967178986741001,0.9781328458987237,1.0317638339746666,0.0,0.0,0.0
Pdiag finite (SE(3)),cream_cheese_in_bowl,30,1.0060849424649803,1.0111808235519528,1.008567452940077,0.00289068868537983,0.0006582408804609863,0.0005496465192807382
Frame-weighted (SE(3)),wine_bottle_on_rack,8,0.8123057399216578,0.8123057399216578,0.8123057399216578,0.8123057399216578,0.8123057399216578,0.8123057399216578
Phase scalar GP (SE(3)),wine_bottle_on_rack,8,0.8184538858675091,0.8184538858675091,0.8184538858675091,0.8184538858675091,0.8184538858675091,0.8184538858675091
TP-GMM additive (SE(3)),wine_bottle_on_rack,8,0.9878237616438186,0.9781107354726222,0.9660933733731183,0.013172205975357917,0.017904180763257466,0.9932576121732161
TP-GMM SE(3),wine_bottle_on_rack,8,0.9880146824525643,0.9760597239078945,0.9684419894515304,0.01495617718004579,0.0189391694566452,0.9912617272025022
Full operator (SE(3)),wine_bottle_on_rack,8,0.9383378360243808,0.9513531748168664,0.9526642102052689,0.0,0.0,0.9876403003968783
Pdiag pointwise (SE(3)),wine_bottle_on_rack,8,0.9940767035556151,0.9938369102606652,0.9918217978351298,0.0,0.0,0.9982819038780387
Pdiag finite (SE(3)),wine_bottle_on_rack,8,1.00630451709897,1.00529116909449,1.0030818455058117,0.0023004703185960495,0.0034922795372490587,1.007911947742166
Frame-weighted (SE(3)),wine_bottle_on_rack,15,0.8500827882043877,0.8500827882043877,0.8500827882043877,0.8500827882043877,0.8500827882043877,0.8500827882043877
Phase scalar GP (SE(3)),wine_bottle_on_rack,15,0.8565359039433975,0.8565359039433975,0.8565359039433975,0.8565359039433975,0.8565359039433975,0.8565359039433975
TP-GMM additive (SE(3)),wine_bottle_on_rack,15,0.9868281989563905,0.9899070478790148,0.9822270423768751,0.008927764895032405,0.010911151521701079,0.9938957474208446
TP-GMM SE(3),wine_bottle_on_rack,15,0.9862788361313564,0.9894234679780628,0.9835595191996204,0.00878667818265666,0.009481944736331016,0.994931201432519
Full operator (SE(3)),wine_bottle_on_rack,15,0.9918534936835466,0.9890813257557117,1.0160495539610188,0.0,0.0,0.9933752288215754
