dataset,episode,frame,time_s,stage
insert_10degree,0,357,11.899999618530273,grasp_lift
insert_10degree,0,407,13.566666603088379,transport
insert_10degree,0,568,18.933332443237305,prealignment
insert_10degree,0,1043,34.766666412353516,released
insert_10degree,1,0,0.0,approach
insert_10degree,1,340,11.333333015441895,grasp_lift
insert_10degree,1,373,12.433333396911621,transport
insert_10degree,1,431,14.366666793823242,prealignment
insert_10degree,1,515,17.16666603088379,axial_advance_candidate
insert_10degree,1,726,24.200000762939453,terminal_settle_candidate
insert_10degree,1,756,25.200000762939453,axial_advance_candidate
insert_10degree,1,768,25.600000381469727,terminal_settle_candidate
