dataset,episode,normalized_grasp_progress,stage_code
insert_jc_fix_3,1,0.26,2
insert_jc_fix_3,1,0.2633333333333333,2
insert_jc_fix_3,1,0.26666666666666666,2
insert_jc_fix_3,1,0.27,2
insert_jc_fix_3,1,0.2733333333333333,2
insert_jc_fix_3,1,0.27666666666666667,2
insert_jc_fix_3,1,0.28,2
insert_jc_fix_3,1,0.2833333333333333,2
insert_jc_fix_3,1,0.2866666666666667,2
insert_jc_fix_3,1,0.29,2
insert_jc_fix_3,1,0.29333333333333333,2
insert_jc_fix_3,1,0.2966666666666667,2
insert_jc_fix_3,1,0.3,2
insert_jc_fix_3,1,0.30333333333333334,2
insert_jc_fix_3,1,0.30666666666666664,2
insert_jc_fix_3,1,0.31,2
insert_jc_fix_3,1,0.31333333333333335,2
insert_jc_fix_3,1,0.31666666666666665,2
insert_jc_fix_3,1,0.32,2
insert_jc_fix_3,1,0.3233333333333333,2
insert_jc_fix_3,1,0.32666666666666666,2
insert_jc_fix_3,1,0.33,2
insert_jc_fix_3,1,0.3333333333333333,2
insert_jc_fix_3,1,0.33666666666666667,2
insert_jc_fix_3,1,0.34,2
insert_jc_fix_3,1,0.3433333333333333,2
insert_jc_fix_3,1,0.3466666666666667,2
insert_jc_fix_3,1,0.35,2
insert_jc_fix_3,1,0.35333333333333333,2
insert_jc_fix_3,1,0.3566666666666667,2
insert_jc_fix_3,1,0.36,2
insert_jc_fix_3,1,0.36333333333333334,2
insert_jc_fix_3,1,0.36666666666666664,2
insert_jc_fix_3,1,0.37,2
insert_jc_fix_3,1,0.37333333333333335,2
insert_jc_fix_3,1,0.37666666666666665,3
insert_jc_fix_3,1,0.38,3
insert_jc_fix_3,1,0.38333333333333336,3
insert_jc_fix_3,1,0.38666666666666666,3
insert_jc_fix_3,1,0.39,3
insert_jc_fix_3,1,0.3933333333333333,3
insert_jc_fix_3,1,0.39666666666666667,3
insert_jc_fix_3,1,0.4,3
insert_jc_fix_3,1,0.4033333333333333,3
insert_jc_fix_3,1,0.4066666666666667,3
insert_jc_fix_3,1,0.41,3
insert_jc_fix_3,1,0.41333333333333333,3
