time_s,nominal_frame,event_progress,alpha_pitch,applied_rotation_deg,delta_x_mm,delta_y_mm,delta_z_mm
5.866666666666666,341.01625950950074,2.113601402754058,1.0050074886781288,10.050074886781289,10.540810763741693,-10.926454246354494,3.357673460687438
5.9,341.9065449592099,2.1184137565362695,1.004960879965455,10.04960879965455,10.575181867068517,-10.960151407029773,3.223095800553244
5.933333333333334,342.8003749433253,2.123245269963921,1.0049635299226316,10.049635299226317,10.55736822121811,-10.9404488241885,3.124202303121132
5.966666666666667,343.697682440893,2.128095580761584,1.0049904518800867,10.049904518800867,10.373073927590347,-10.75001988938766,3.11130037466853
6.0,344.5984,2.1329643243243246,1.0050174761497728,10.050174761497727,10.070654285325054,-10.438142880226014,3.136039988316436
6.033333333333333,345.5024597469443,2.1378511337672665,1.0050446006952716,10.050446006952715,9.92017050590077,-10.281300664162051,3.023844011503074
6.066666666666666,346.40979339540354,2.1427556399751544,1.0051072897080806,10.051072897080806,9.909456725235245,-10.268015355941754,2.8562100655067924
6.1,347.3203322556049,2.1476774716519182,1.0051979546812093,10.051979546812094,9.889717135178056,-10.246584544544774,2.7769092435440124
6.133333333333333,348.23400724349415,2.152616255370239,1.0052889319275915,10.052889319275915,9.881165345324128,-10.237281039381319,2.741120117825402
6.166666666666667,349.150748889905,2.157571615621108,1.005380214529983,10.05380214529983,9.876692190932456,-10.232785577063863,2.750345100887536
6.2,350.0704873497284,2.162543174863397,1.005478750194428,10.05478750194428,9.868053010940958,-10.223907825826856,2.7534324747127137
6.233333333333333,350.99315241108206,2.1675305535734166,1.005584261279898,10.05584261279898,9.863057913957253,-10.21879903229897,2.757044200954212
6.266666666666667,351.91867350447956,2.172533370294484,1.0056900989660529,10.056900989660528,9.851696545591814,-10.20723594351647,2.76954499037127
6.3,352.846979712,2.1775512416864866,1.0057962551430955,10.057962551430954,9.85169165148525,-10.207341324396351,2.7778657198437307
6.333333333333333,353.7779997764568,2.182583782575442,1.0059283337980252,10.05928333798025,9.846150421593203,-10.201550243254031,2.772550213550551
6.366666666666666,354.71166211056766,2.1876306060030686,1.0060851298739049,10.060851298739049,9.84407086124195,-10.199484192559519,2.7786381984246935
6.4,355.6478948061235,2.192691323276343,1.0062423576075408,10.062423576075407,9.856212793301067,-10.212388708131348,2.8064932347680593
6.433333333333334,356.5866256431577,2.1977655440170687,1.0064000048705573,10.064000048705573,9.87886792169701,-10.236418964788177,2.8548694103703864
6.466666666666667,357.5277820991158,2.2028528762114368,1.0065768130072315,10.065768130072314,9.90284249488993,-10.262050677956811,2.9212772073096414
6.5,358.4712913580247,2.207952926259593,1.0067687881744534,10.067687881744533,9.9196275676805,-10.280226913474161,2.985173041170852
6.533333333333333,359.41708031966186,2.213065299025199,1.0069612271911905,10.069612271911906,9.91338760579974,-10.27422006236839,3.0179504190397113
6.566666666666666,360.3650756087247,2.218189597884998,1.0071541151278216,10.071541151278216,9.888477621425974,-10.247899460544566,2.9723977336830467
6.6,361.31520358399996,2.2233254247783782,1.0073560829624557,10.073560829624558,9.870724856909874,-10.228194316833097,2.868575677328622
6.633333333333333,362.26739034753314,2.2284723802569357,1.0075632055990091,10.075632055990091,9.861868713188503,-10.218517665958645,2.828345381686165
