model,global_progress,phase,phase_progress,alpha_x,alpha_y,g_translation,g_yaw
Empirical isolated,0.3333333333333333,Enter key,0.3333333333333333,1.003028204043706,1.0824491166406205,1.0427386603421631,0.9998672709964623
Empirical isolated,0.34375,Enter key,0.375,1.0019604427119093,1.0923905298113823,1.0471754862616458,0.9997319923135447
Empirical isolated,0.35416666666666663,Enter key,0.4166666666666667,1.003288353482882,1.087569471241699,1.0454289123622904,0.99989444688304
Empirical isolated,0.3645833333333333,Enter key,0.4583333333333333,1.0030917512873805,1.0668992090763316,1.034995480181856,1.000041830226994
Empirical isolated,0.375,Enter key,0.5,1.0025691241025925,1.0652292675028243,1.0338991958027084,1.0000595575152618
Empirical isolated,0.38541666666666663,Enter key,0.5416666666666666,1.0028577409684656,1.0121787225620615,1.0075182317652636,0.9999761720805489
Empirical isolated,0.3958333333333333,Enter key,0.5833333333333334,1.0015860820809996,1.0018178727477787,1.0017019774143892,0.9998180870116095
Empirical isolated,0.40625,Enter key,0.625,1.0013551451265812,1.0032200526135662,1.0022875988700737,0.9997374297013317
Empirical isolated,0.41666666666666663,Enter key,0.6666666666666666,1.0029402871926625,0.9915173364182311,0.9972288118054469,0.9998969540153563
Empirical isolated,0.4270833333333333,Enter key,0.7083333333333334,1.0026004165410993,0.9917215405342475,0.9971609785376734,1.0000221383715715
Empirical isolated,0.4375,Enter key,0.75,1.0021409640709555,1.0108236068238812,1.0064822854474182,1.0000290086885857
Empirical isolated,0.44791666666666663,Enter key,0.7916666666666666,1.0024505667388437,1.0021114450258513,1.0022810058823475,0.9999376963992666
Empirical isolated,0.4583333333333333,Enter key,0.8333333333333334,1.000961661338806,0.998486117977235,0.9997238896580205,0.9997633660606782
Empirical isolated,0.46875,Enter key,0.875,1.0012764173249402,1.0133391517835357,1.007307784554238,0.999704844931669
Empirical isolated,0.47916666666666663,Enter key,0.9166666666666666,1.0026539986332257,1.0132873560198479,1.007970677326537,0.9998754499659087
