model,sample_size,seed,fit_task,eval_task,cross_task_error,in_task_error,mismatch_gap
TP-GMM additive,20,20280818,circular_honest,keyed,7.044178362288426,3.692409605417412,3.3517687568710146
TP-GMM additive,20,20280818,circular_honest,circular_placebo,8.656513823566703,3.692409605417412,4.964104218149291
TP-GMM SE(2),20,20280818,circular_honest,keyed,6.125672103710875,3.266360510293657,2.8593115934172184
TP-GMM SE(2),20,20280818,circular_honest,circular_placebo,9.154121288725388,3.266360510293657,5.887760778431732
Generic RBF,20,20280818,circular_honest,keyed,9.730939189786957,3.955970792599896,5.774968397187061
Generic RBF,20,20280818,circular_honest,circular_placebo,16.48824654835689,3.955970792599896,12.532275755756995
Full operator,20,20280818,circular_honest,keyed,4.343327199103842,1.8342767460458633,2.509050453057979
Full operator,20,20280818,circular_honest,circular_placebo,10.83193400816881,1.8342767460458633,8.997657262122946
Pdiag pointwise,20,20280818,circular_honest,keyed,4.297477831879705,1.9419041011210507,2.3555737307586546
Pdiag pointwise,20,20280818,circular_honest,circular_placebo,10.764254283937639,1.9419041011210507,8.822350182816589
Pdiag finite,20,20280818,circular_honest,keyed,4.284876715746672,1.9526376268280603,2.332239088918612
Pdiag finite,20,20280818,circular_honest,circular_placebo,10.878291176918315,1.9526376268280603,8.925653550090255
Frame-weighted,5,20260818,circular_placebo,keyed,13.394147686375975,5.074976619199777,8.319171067176198
Frame-weighted,5,20260818,circular_placebo,circular_honest,13.433463275994564,5.074976619199777,8.358486656794787
Phase scalar GP,5,20260818,circular_placebo,keyed,13.394089744629158,5.074974147912693,8.319115596716465
Phase scalar GP,5,20260818,circular_placebo,circular_honest,13.433237501608993,5.074974147912693,8.3582633536963
TP-GMM additive,5,20260818,circular_placebo,keyed,14.341743595036732,5.56972347811371,8.772020116923022
TP-GMM additive,5,20260818,circular_placebo,circular_honest,12.5310093452344,5.56972347811371,6.96128586712069
TP-GMM SE(2),5,20260818,circular_placebo,keyed,13.757529333579908,5.1319589991042065,8.625570334475702
TP-GMM SE(2),5,20260818,circular_placebo,circular_honest,11.88176054364092,5.1319589991042065,6.749801544536714
Generic RBF,5,20260818,circular_placebo,keyed,12.674376513433018,8.135675749139109,4.538700764293909
Generic RBF,5,20260818,circular_placebo,circular_honest,10.73322691675679,8.135675749139109,2.597551167617681
Full operator,5,20260818,circular_placebo,keyed,12.612343760434731,3.433094905718638,9.179248854716093
Full operator,5,20260818,circular_placebo,circular_honest,10.667953355572784,3.433094905718638,7.234858449854146
Pdiag pointwise,5,20260818,circular_placebo,keyed,12.15749096874562,2.391871281895833,9.765619686849787
Pdiag pointwise,5,20260818,circular_placebo,circular_honest,10.206636163555126,2.391871281895833,7.814764881659293
Pdiag finite,5,20260818,circular_placebo,keyed,12.373611520440823,2.4970710859289986,9.876540434511824
Pdiag finite,5,20260818,circular_placebo,circular_honest,10.46979168616771,2.4970710859289986,7.972720600238711
Frame-weighted,10,20260818,circular_placebo,keyed,13.70131369235076,5.102666001969131,8.598647690381629
Frame-weighted,10,20260818,circular_placebo,circular_honest,13.638333150547425,5.102666001969131,8.535667148578295
Phase scalar GP,10,20260818,circular_placebo,keyed,13.701244429446392,5.102748788048903,8.59849564139749
Phase scalar GP,10,20260818,circular_placebo,circular_honest,13.638219722836702,5.102748788048903,8.5354709347878
TP-GMM additive,10,20260818,circular_placebo,keyed,14.092250759646461,4.558650866733733,9.53359989291273
TP-GMM additive,10,20260818,circular_placebo,circular_honest,12.234540145308083,4.558650866733733,7.67588927857435
TP-GMM SE(2),10,20260818,circular_placebo,keyed,13.628837403767996,4.2742465303901795,9.354590873377816
TP-GMM SE(2),10,20260818,circular_placebo,circular_honest,11.701914654464622,4.2742465303901795,7.427668124074442
Generic RBF,10,20260818,circular_placebo,keyed,12.85762911181486,6.041214412592807,6.816414699222054
Generic RBF,10,20260818,circular_placebo,circular_honest,10.942606192891922,6.041214412592807,4.901391780299115
Full operator,10,20260818,circular_placebo,keyed,12.37584329166362,2.3122214151933327,10.063621876470286
Full operator,10,20260818,circular_placebo,circular_honest,10.415590455246534,2.3122214151933327,8.1033690400532
Pdiag pointwise,10,20260818,circular_placebo,keyed,12.223588876587854,2.1503299934602103,10.073258883127643
Pdiag pointwise,10,20260818,circular_placebo,circular_honest,10.2569001150349,2.1503299934602103,8.106570121574691
Pdiag finite,10,20260818,circular_placebo,keyed,12.233422663497493,2.2141354779600992,10.019287185537394
Pdiag finite,10,20260818,circular_placebo,circular_honest,10.363026854773699,2.2141354779600992,8.1488913768136
Frame-weighted,20,20260818,circular_placebo,keyed,13.473922021045803,4.896273133727286,8.577648887318517
Frame-weighted,20,20260818,circular_placebo,circular_honest,13.416079769229476,4.896273133727286,8.51980663550219
Phase scalar GP,20,20260818,circular_placebo,keyed,13.473824315558199,4.896405197264542,8.577419118293657
Phase scalar GP,20,20260818,circular_placebo,circular_honest,13.41599843169786,4.896405197264542,8.519593234433318
TP-GMM additive,20,20260818,circular_placebo,keyed,13.519084244409,3.4200293386164202,10.09905490579258
TP-GMM additive,20,20260818,circular_placebo,circular_honest,11.601480890877179,3.4200293386164202,8.181451552260759
TP-GMM SE(2),20,20260818,circular_placebo,keyed,13.234206624569799,3.0946160453586153,10.139590579211184
TP-GMM SE(2),20,20260818,circular_placebo,circular_honest,11.305492849757307,3.0946160453586153,8.210876804398692
Generic RBF,20,20260818,circular_placebo,keyed,12.15845190210893,3.521974421752317,8.636477480356612
Generic RBF,20,20260818,circular_placebo,circular_honest,10.19550945889979,3.521974421752317,6.673535037147474
Full operator,20,20260818,circular_placebo,keyed,12.121212662514958,1.8857199739332562,10.235492688581703
Full operator,20,20260818,circular_placebo,circular_honest,10.157831486150217,1.8857199739332562,8.272111512216961
Pdiag pointwise,20,20260818,circular_placebo,keyed,12.080654946006094,1.964209823136609,10.116445122869486
Pdiag pointwise,20,20260818,circular_placebo,circular_honest,10.140256716369715,1.964209823136609,8.176046893233107
Pdiag finite,20,20260818,circular_placebo,keyed,12.086424798321323,1.9503587696764504,10.136066028644873
Pdiag finite,20,20260818,circular_placebo,circular_honest,10.224970310490448,1.9503587696764504,8.274611540813998
Frame-weighted,5,20270818,circular_placebo,keyed,13.803729079362446,5.141787466569189,8.661941612793257
Frame-weighted,5,20270818,circular_placebo,circular_honest,13.696593059866322,5.141787466569189,8.554805593297132
Phase scalar GP,5,20270818,circular_placebo,keyed,13.8037026291005,5.141654449244421,8.662048179856079
Phase scalar GP,5,20270818,circular_placebo,circular_honest,13.696567762825959,5.141654449244421,8.554913313581537
TP-GMM additive,5,20270818,circular_placebo,keyed,14.737574799014112,5.790138695212429,8.947436103801683
TP-GMM additive,5,20270818,circular_placebo,circular_honest,12.74971917855735,5.790138695212429,6.95958048334492
TP-GMM SE(2),5,20270818,circular_placebo,keyed,15.401745528869926,5.448146184893569,9.953599343976357
TP-GMM SE(2),5,20270818,circular_placebo,circular_honest,13.369126163690028,5.448146184893569,7.920979978796459
Generic RBF,5,20270818,circular_placebo,keyed,12.924235523263391,5.918149239606568,7.006086283656823
Generic RBF,5,20270818,circular_placebo,circular_honest,10.881981056840155,5.918149239606568,4.963831817233587
Full operator,5,20270818,circular_placebo,keyed,12.901662092637594,3.8254532772177297,9.076208815419864
Full operator,5,20270818,circular_placebo,circular_honest,10.876017529264026,3.8254532772177297,7.050564252046296
Pdiag pointwise,5,20270818,circular_placebo,keyed,12.419238474938636,2.1824541014294385,10.236784373509197
Pdiag pointwise,5,20270818,circular_placebo,circular_honest,10.318903869861211,2.1824541014294385,8.136449768431772
Pdiag finite,5,20270818,circular_placebo,keyed,12.743153017334363,2.5422114126152584,10.200941604719105
Pdiag finite,5,20270818,circular_placebo,circular_honest,10.724332113255093,2.5422114126152584,8.182120700639835
Frame-weighted,10,20270818,circular_placebo,keyed,13.951072585095618,5.053751934965614,8.897320650130004
Frame-weighted,10,20270818,circular_placebo,circular_honest,13.749639042373905,5.053751934965614,8.695887107408291
Phase scalar GP,10,20270818,circular_placebo,keyed,13.951053578667716,5.053856647725169,8.897196930942547
Phase scalar GP,10,20270818,circular_placebo,circular_honest,13.74958877411639,5.053856647725169,8.69573212639122
TP-GMM additive,10,20270818,circular_placebo,keyed,14.939434332898252,4.547280189146926,10.392154143751325
TP-GMM additive,10,20270818,circular_placebo,circular_honest,12.917170697900673,4.547280189146926,8.369890508753747
TP-GMM SE(2),10,20270818,circular_placebo,keyed,14.822937945444815,4.3475845696567825,10.475353375788032
TP-GMM SE(2),10,20270818,circular_placebo,circular_honest,12.783090352060652,4.3475845696567825,8.435505782403869
Generic RBF,10,20270818,circular_placebo,keyed,12.342074679101069,3.745005192735513,8.597069486365555
Generic RBF,10,20270818,circular_placebo,circular_honest,10.262285822744248,3.745005192735513,6.517280630008735
Full operator,10,20270818,circular_placebo,keyed,12.342917975040976,2.0976706238492806,10.245247351191695
Full operator,10,20270818,circular_placebo,circular_honest,10.259646928254005,2.0976706238492806,8.161976304404725
Pdiag pointwise,10,20270818,circular_placebo,keyed,12.38839110962956,1.9935910849635026,10.394800024666056
Pdiag pointwise,10,20270818,circular_placebo,circular_honest,10.28527763063897,1.9935910849635026,8.291686545675466
Pdiag finite,10,20270818,circular_placebo,keyed,12.483145775586898,2.117228573453703,10.365917202133195
Pdiag finite,10,20270818,circular_placebo,circular_honest,10.462951028200013,2.117228573453703,8.34572245474631
Frame-weighted,20,20270818,circular_placebo,keyed,13.811703623545476,4.855944301960801,8.955759321584676
Frame-weighted,20,20270818,circular_placebo,circular_honest,13.572180441445731,4.855944301960801,8.71623613948493
Phase scalar GP,20,20270818,circular_placebo,keyed,13.811638125922984,4.856038064994422,8.955600060928562
Phase scalar GP,20,20270818,circular_placebo,circular_honest,13.57219546121007,4.856038064994422,8.716157396215648
TP-GMM additive,20,20270818,circular_placebo,keyed,15.103251151590237,3.690371143706049,11.412880007884189
TP-GMM additive,20,20270818,circular_placebo,circular_honest,13.032755453870768,3.690371143706049,9.34238431016472
TP-GMM SE(2),20,20270818,circular_placebo,keyed,13.94442520823972,3.145075542735137,10.799349665504582
TP-GMM SE(2),20,20270818,circular_placebo,circular_honest,11.848030804878066,3.145075542735137,8.702955262142929
Generic RBF,20,20270818,circular_placebo,keyed,12.3727712244839,2.1762215812862937,10.196549643197606
Generic RBF,20,20270818,circular_placebo,circular_honest,10.293028810862413,2.1762215812862937,8.11680722957612
Full operator,20,20270818,circular_placebo,keyed,12.368617055872727,1.7510466706141112,10.617570385258617
Full operator,20,20270818,circular_placebo,circular_honest,10.28232775703878,1.7510466706141112,8.53128108642467
Pdiag pointwise,20,20270818,circular_placebo,keyed,12.34188099478967,1.8947589462182133,10.447122048571458
Pdiag pointwise,20,20270818,circular_placebo,circular_honest,10.24748745702176,1.8947589462182133,8.352728510803548
Pdiag finite,20,20270818,circular_placebo,keyed,12.354480441882268,1.8681346223996007,10.486345819482668
Pdiag finite,20,20270818,circular_placebo,circular_honest,10.332078610756847,1.8681346223996007,8.463943988357247
Frame-weighted,5,20280818,circular_placebo,keyed,13.897437054732501,5.2759552471011455,8.621481807631355
Frame-weighted,5,20280818,circular_placebo,circular_honest,14.22955089596521,5.2759552471011455,8.953595648864063
Phase scalar GP,5,20280818,circular_placebo,keyed,13.89808879509848,5.275996572918843,8.622092222179639
Phase scalar GP,5,20280818,circular_placebo,circular_honest,14.229948066163294,5.275996572918843,8.95395149324445
TP-GMM additive,5,20280818,circular_placebo,keyed,14.561395065662817,5.4836133558923486,9.077781709770468
TP-GMM additive,5,20280818,circular_placebo,circular_honest,13.023376395840737,5.4836133558923486,7.539763039948388
TP-GMM SE(2),5,20280818,circular_placebo,keyed,14.385627615549815,5.594837601350649,8.790790014199166
TP-GMM SE(2),5,20280818,circular_placebo,circular_honest,12.760452404378322,5.594837601350649,7.1656148030276725
Generic RBF,5,20280818,circular_placebo,keyed,13.413368839235487,9.23395985441551,4.179408984819977
Generic RBF,5,20280818,circular_placebo,circular_honest,11.852018401183129,9.23395985441551,2.618058546767619
Full operator,5,20280818,circular_placebo,keyed,13.331968745025131,4.439246922677712,8.892721822347418
Full operator,5,20280818,circular_placebo,circular_honest,11.771977958639667,4.439246922677712,7.332731035961955
Pdiag pointwise,5,20280818,circular_placebo,keyed,12.459189752798709,2.3772137639616546,10.081975988837055
Pdiag pointwise,5,20280818,circular_placebo,circular_honest,10.771198141856821,2.3772137639616546,8.393984377895167
Pdiag finite,5,20280818,circular_placebo,keyed,12.745624759874703,2.668521930707558,10.077102829167146
Pdiag finite,5,20280818,circular_placebo,circular_honest,11.091731544830049,2.668521930707558,8.423209614122491
Frame-weighted,10,20280818,circular_placebo,keyed,13.921196968571325,5.205089023366244,8.716107945205081
Frame-weighted,10,20280818,circular_placebo,circular_honest,14.17661055755301,5.205089023366244,8.971521534186767
Phase scalar GP,10,20280818,circular_placebo,keyed,13.92118801683417,5.205077891171544,8.716110125662627
Phase scalar GP,10,20280818,circular_placebo,circular_honest,14.176620554779817,5.205077891171544,8.971542663608272
TP-GMM additive,10,20280818,circular_placebo,keyed,14.330116077399774,5.087848336011381,9.242267741388392
TP-GMM additive,10,20280818,circular_placebo,circular_honest,12.79479512077191,5.087848336011381,7.70694678476053
TP-GMM SE(2),10,20280818,circular_placebo,keyed,14.23438979126802,4.207926690323504,10.026463100944516
TP-GMM SE(2),10,20280818,circular_placebo,circular_honest,12.643234449248979,4.207926690323504,8.435307758925475
Generic RBF,10,20280818,circular_placebo,keyed,12.566896833055035,5.187941692872498,7.378955140182536
Generic RBF,10,20280818,circular_placebo,circular_honest,10.93258418256215,5.187941692872498,5.744642489689652
Full operator,10,20280818,circular_placebo,keyed,12.553405981103703,2.4733606216108104,10.080045359492892
Full operator,10,20280818,circular_placebo,circular_honest,10.921972307806081,2.4733606216108104,8.448611686195271
Pdiag pointwise,10,20280818,circular_placebo,keyed,12.298323970860844,2.1590903827141408,10.139233588146704
Pdiag pointwise,10,20280818,circular_placebo,circular_honest,10.6258391506851,2.1590903827141408,8.46674876797096
Pdiag finite,10,20280818,circular_placebo,keyed,12.415674313712222,2.298797168241562,10.11687714547066
Pdiag finite,10,20280818,circular_placebo,circular_honest,10.795910121240064,2.298797168241562,8.497112952998503
Frame-weighted,20,20280818,circular_placebo,keyed,13.646741533368278,4.891607324766944,8.755134208601334
Frame-weighted,20,20280818,circular_placebo,circular_honest,13.866413119304148,4.891607324766944,8.974805794537204
Phase scalar GP,20,20280818,circular_placebo,keyed,13.64669446635468,4.891675835830214,8.755018630524464
Phase scalar GP,20,20280818,circular_placebo,circular_honest,13.86634929404201,4.891675835830214,8.974673458211797
TP-GMM additive,20,20280818,circular_placebo,keyed,13.935108659098574,3.692409605417412,10.242699053681163
TP-GMM additive,20,20280818,circular_placebo,circular_honest,12.30542289015004,3.692409605417412,8.613013284732629
TP-GMM SE(2),20,20280818,circular_placebo,keyed,13.705692208045926,3.266360510293657,10.43933169775227
TP-GMM SE(2),20,20280818,circular_placebo,circular_honest,12.074877759381272,3.266360510293657,8.808517249087615
Generic RBF,20,20280818,circular_placebo,keyed,12.238447805745496,3.955970792599896,8.2824770131456
Generic RBF,20,20280818,circular_placebo,circular_honest,10.596262647865284,3.955970792599896,6.640291855265389
Full operator,20,20280818,circular_placebo,keyed,12.233772755538553,1.8342767460458633,10.39949600949269
Full operator,20,20280818,circular_placebo,circular_honest,10.591033391363634,1.8342767460458633,8.756756645317772
Pdiag pointwise,20,20280818,circular_placebo,keyed,12.194752956590717,1.9419041011210507,10.252848855469667
Pdiag pointwise,20,20280818,circular_placebo,circular_honest,10.52361372242131,1.9419041011210507,8.58170962130026
Pdiag finite,20,20280818,circular_placebo,keyed,12.211515671987684,1.9526376268280603,10.258878045159623
Pdiag finite,20,20280818,circular_placebo,circular_honest,10.596745946302915,1.9526376268280603,8.644108319474855
