task,seed,subset_id,protocol,sample_size,repeat,model,fit_success,fit_error,fit_seconds,alpha_pre,alpha_post,e_alpha,switch_detected,switch_status,switch_location
keyed,20280818,5,qualified,5,2,Pdiag finite,True,,17.461962482891977,0.8170203938658905,0.22589187085413212,0.15497510202775105,True,detected,0.6043230053248211
keyed,20280818,6,random,10,0,Frame-weighted,True,,0.006086538080126047,0.7425619103120618,0.6020932743955555,0.3004913673445897,True,detected,0.821331732866719
keyed,20280818,6,random,10,0,Phase scalar GP,True,,0.26053172536194324,0.7425522943791871,0.6021042359626738,0.30049420632820795,True,detected,0.8222376047471449
keyed,20280818,6,random,10,0,TP-GMM additive,True,,21.4527716380544,0.8230026034832426,0.36177104487257494,0.15177210954342582,True,detected,0.6346534815121803
keyed,20280818,6,random,10,0,TP-GMM SE(2),True,,19.800388873089105,0.7917405021004407,0.36273935026208415,0.1709449024197225,True,detected,0.6356831441687955
keyed,20280818,6,random,10,0,Generic RBF,True,,0.32050738111138344,0.8033605406419521,0.25358944430400926,0.16455342526893163,True,detected,0.6101467789570907
keyed,20280818,6,random,10,0,Full operator,True,,0.002059181686490774,0.8097139219404739,0.2554863289227454,0.16738763839956888,True,detected,0.6102691233038281
keyed,20280818,6,random,10,0,Pdiag pointwise,True,,0.00757441995665431,0.8118196860921677,0.2533559458792202,0.16616275101157157,True,detected,0.6103787660780529
keyed,20280818,6,random,10,0,Pdiag finite,True,,1.7739749792963266,0.7734005216118804,0.27399058041729957,0.18092913397739263,True,detected,0.6119144048971037
keyed,20280818,7,random,10,1,Frame-weighted,True,,0.0063488478772342205,0.7641452793898306,0.6256240922248884,0.30569418507736407,False,right_censored,
keyed,20280818,7,random,10,1,Phase scalar GP,True,,0.20216314122080803,0.7641467788470372,0.6256229263668692,0.30569083259829527,False,right_censored,
keyed,20280818,7,random,10,1,TP-GMM additive,True,,23.286436510737985,0.821658148471918,0.24055827261003956,0.1190941796370157,True,detected,0.5828870909722785
keyed,20280818,7,random,10,1,TP-GMM SE(2),True,,22.198749233968556,0.8009782867807941,0.32364992204212967,0.16879130260954336,True,detected,0.6296396227440538
keyed,20280818,7,random,10,1,Generic RBF,True,,0.3612442137673497,0.8160848595479473,0.3126732890375926,0.1656495456676673,True,detected,0.6146914613203732
keyed,20280818,7,random,10,1,Full operator,True,,0.002181289717555046,0.8175873583471569,0.31341422528546475,0.16605085717198287,True,detected,0.6146237543423914
keyed,20280818,7,random,10,1,Pdiag pointwise,True,,0.007890534587204456,0.8131518178100322,0.25294882543539476,0.1603089475851873,True,detected,0.6079540035023003
keyed,20280818,7,random,10,1,Pdiag finite,True,,1.8688030098564923,0.765457809146402,0.27084980616468735,0.18261873773541587,True,detected,0.6101434243184176
keyed,20280818,8,random,10,2,Frame-weighted,True,,0.00609916215762496,0.7018053509705925,0.6892336163909897,0.3777335304571769,True,detected,0.9938738764152909
keyed,20280818,8,random,10,2,Phase scalar GP,True,,0.18308078404515982,0.7018078326796358,0.6892320996996983,0.37772690996537867,True,detected,0.9938320242873445
keyed,20280818,8,random,10,2,TP-GMM additive,True,,21.444882529322058,0.806211915436155,0.27202596860523043,0.12449800200619725,True,detected,0.575853271963193
keyed,20280818,8,random,10,2,TP-GMM SE(2),True,,19.862436095252633,0.8148195662534897,0.2721121288398775,0.12659354516786617,True,detected,0.5761688180392049
keyed,20280818,8,random,10,2,Generic RBF,True,,0.483695478644222,0.8073655601986214,0.2868031624781362,0.16423419958830746,True,detected,0.6102476693727441
keyed,20280818,8,random,10,2,Full operator,True,,0.002158686053007841,0.8140255659748833,0.2890646719531912,0.16677816858113373,True,detected,0.6098819373856764
keyed,20280818,8,random,10,2,Pdiag pointwise,True,,0.007908422965556383,0.8095237976470547,0.2925547364379488,0.1680694518600842,True,detected,0.6104761202073886
keyed,20280818,8,random,10,2,Pdiag finite,True,,3.9855731609277427,0.7368127419499549,0.3153309591639435,0.20693097352242354,True,detected,0.6136739970515871
keyed,20280818,9,qualified,10,0,Frame-weighted,True,,0.006094750948250294,0.7077944748208815,0.6664909772419039,0.3629082866752833,True,detected,0.991143315294002
keyed,20280818,9,qualified,10,0,Phase scalar GP,True,,0.21099800383672118,0.7077921103400344,0.6664938169403827,0.36290849621403437,True,detected,0.9911238417174644
keyed,20280818,9,qualified,10,0,TP-GMM additive,True,,21.588570071849972,0.8302612076623446,0.4216995053744955,0.17250130610486297,True,detected,0.6650764788733312
keyed,20280818,9,qualified,10,0,TP-GMM SE(2),True,,20.26946117915213,0.7978951865796435,0.4225829492244273,0.18765952670805672,True,detected,0.665457046606497
keyed,20280818,9,qualified,10,0,Generic RBF,True,,0.6651225117966533,0.8034972236339537,0.282282772283361,0.1681022781974016,True,detected,0.6130620149592747
keyed,20280818,9,qualified,10,0,Full operator,True,,0.0027522919699549675,0.80932315284414,0.28436999863658236,0.1709939135264932,True,detected,0.613253172244018
